title,description,xp_reward,duration_days,category,difficulty,id,created_date,updated_date,created_by_id,is_sample
"Científico Curioso 🔬","Observa una planta durante 5 minutos y dibuja lo que ves","180","1","learning","2","68f8dad51c5e653235a0f705","2025-10-22T13:23:33.759000","2025-10-22T13:23:33.759000","68f8bc1e327b319b57e0d51f",""
"Cuentacuentos 📚","Inventa una historia corta sobre un superhéroe y cuéntala","220","2","creative","3","68f8dad51c5e653235a0f708","2025-10-22T13:23:33.759000","2025-10-22T13:23:33.759000","68f8bc1e327b319b57e0d51f",""
"Matemático Junior ➕","Resuelve 5 sumas sencillas usando objetos (1+2, 2+3, etc.)","180","1","learning","2","68f8dad51c5e653235a0f70b","2025-10-22T13:23:33.759000","2025-10-22T13:23:33.759000","68f8bc1e327b319b57e0d51f",""
"Gimnasta Campeón 🤸","Aprende a tocar tus pies sin doblar las rodillas","150","3","fitness","3","68f8dad51c5e653235a0f70d","2025-10-22T13:23:33.759000","2025-10-22T13:23:33.759000","68f8bc1e327b319b57e0d51f",""
"Músico en Entrenamiento 🎵","Crea tu propia canción y cántala 3 veces","190","2","creative","2","68f8dad51c5e653235a0f70e","2025-10-22T13:23:33.759000","2025-10-22T13:23:33.759000","68f8bc1e327b319b57e0d51f",""
"Detective de Letras 🔍","Encuentra 5 cosas en tu casa que empiecen con la letra 'A'","150","1","learning","1","68f8dad51c5e653235a0f702","2025-10-22T13:23:33.759000","2025-10-22T13:23:33.759000","68f8bc1e327b319b57e0d51f",""
"Constructor Súper 🏗️","Construye una torre con 10 bloques o libros sin que se caiga","130","1","productivity","2","68f8dad51c5e653235a0f707","2025-10-22T13:23:33.759000","2025-10-22T13:23:33.759000","68f8bc1e327b319b57e0d51f",""
"Maestro de Formas 📐","Encuentra 3 círculos, 3 cuadrados y 3 triángulos en tu casa","150","1","learning","1","68f8dad51c5e653235a0f706","2025-10-22T13:23:33.759000","2025-10-22T13:23:33.759000","68f8bc1e327b319b57e0d51f",""
"Explorador de la Naturaleza 🌿","Sal afuera y encuentra 5 cosas diferentes de la naturaleza","160","1","learning","2","68f8dad51c5e653235a0f70c","2025-10-22T13:23:33.759000","2025-10-22T13:23:33.759000","68f8bc1e327b319b57e0d51f",""
"Lector Aventurero 📖","Lee o escucha un cuento completo sin distraerte","170","1","learning","2","68f8dad51c5e653235a0f710","2025-10-22T13:23:33.759000","2025-10-22T13:23:33.759000","68f8bc1e327b319b57e0d51f",""
"Artista Creativo 🎨","Dibuja tu animal favorito usando 5 colores diferentes","200","2","creatividad","2","68f8dc1eb506039aa9fdce37","2025-10-22T13:29:02.843000","2025-10-22T13:29:02.843000","68f8bc1e327b319b57e0d51f",""
"Experto en Colores 🌈","Nombra 10 colores diferentes y encuentra algo de cada color","140","1","aprendizaje","1","68f8dc1eb506039aa9fdce3c","2025-10-22T13:29:02.844000","2025-10-22T13:29:02.844000","68f8bc1e327b319b57e0d51f",""
"Atleta del Día 🏃‍♂️","Haz 10 saltos de tijera. ¡Cuenta en voz alta!","120","1","movimiento","1","68f8dc1eb506039aa9fdce36","2025-10-22T13:29:02.843000","2025-10-22T13:29:02.843000","68f8bc1e327b319b57e0d51f",""
"Ayudante del Hogar 🏠","Guarda 5 juguetes en su lugar. ¡Ordena tu espacio!","110","1","tareas","1","68f8dc1eb506039aa9fdce3d","2025-10-22T13:29:02.844000","2025-10-22T13:29:02.844000","68f8bc1e327b319b57e0d51f",""
"Músico en Entrenamiento 🎵","Crea tu propia canción y cántala 3 veces","190","2","creatividad","2","68f8dc1eb506039aa9fdce41","2025-10-22T13:29:02.844000","2025-10-22T13:29:02.844000","68f8bc1e327b319b57e0d51f",""
"Maestro de Formas 📐","Encuentra 3 círculos, 3 cuadrados y 3 triángulos en tu casa","150","1","aprendizaje","1","68f8dc1eb506039aa9fdce39","2025-10-22T13:29:02.843000","2025-10-22T13:29:02.843000","68f8bc1e327b319b57e0d51f",""
"Gimnasta Campeón 🤸","Aprende a tocar tus pies sin doblar las rodillas","150","3","movimiento","3","68f8dc1eb506039aa9fdce40","2025-10-22T13:29:02.844000","2025-10-22T13:29:02.844000","68f8bc1e327b319b57e0d51f",""
"Cuentacuentos 📚","Inventa una historia corta sobre un superhéroe y cuéntala","220","2","creatividad","3","68f8dc1eb506039aa9fdce3b","2025-10-22T13:29:02.843000","2025-10-22T13:29:02.843000","68f8bc1e327b319b57e0d51f",""
"Lector Aventurero 📖","Lee o escucha un cuento completo sin distraerte","170","1","aprendizaje","2","68f8dc1eb506039aa9fdce43","2025-10-22T13:29:02.844000","2025-10-22T13:29:02.844000","68f8bc1e327b319b57e0d51f",""
"Chef Junior 👨‍🍳","Ayuda a preparar un sándwich (con supervisión)","180","1","tareas","2","68f8dc1eb506039aa9fdce44","2025-10-22T13:29:02.844000","2025-10-22T13:29:02.844000","68f8bc1e327b319b57e0d51f",""
"Detective de Letras 🔍","Encuentra 5 cosas en tu casa que empiecen con la letra 'A'","150","1","aprendizaje","1","68f8dc1eb506039aa9fdce35","2025-10-22T13:29:02.843000","2025-10-22T13:29:02.843000","68f8bc1e327b319b57e0d51f",""
"Matemático Junior ➕","Resuelve 5 sumas sencillas usando objetos (1+2, 2+3, etc.)","180","1","aprendizaje","2","68f8dc1eb506039aa9fdce3e","2025-10-22T13:29:02.844000","2025-10-22T13:29:02.844000","68f8bc1e327b319b57e0d51f",""
"Explorador de la Naturaleza 🌿","Sal afuera y encuentra 5 cosas diferentes de la naturaleza","160","1","aprendizaje","2","68f8dc1eb506039aa9fdce3f","2025-10-22T13:29:02.844000","2025-10-22T13:29:02.844000","68f8bc1e327b319b57e0d51f",""
"Bailarín Estrella 💃","Inventa una coreografía de 30 segundos y preséntala","200","2","creatividad","3","68f8dc1eb506039aa9fdce45","2025-10-22T13:29:02.844000","2025-10-22T13:29:02.844000","68f8bc1e327b319b57e0d51f",""
"¡Contador Estrella! ⭐","Cuenta del 1 al 20 sin equivocarte. ¡Puedes usar tus dedos!","100","1","aprendizaje","1","68f8dc1eb506039aa9fdce34","2025-10-22T13:29:02.843000","2025-10-22T13:29:02.843000","68f8bc1e327b319b57e0d51f",""
"Científico Curioso 🔬","Observa una planta durante 5 minutos y dibuja lo que ves","180","1","aprendizaje","2","68f8dc1eb506039aa9fdce38","2025-10-22T13:29:02.843000","2025-10-22T13:29:02.843000","68f8bc1e327b319b57e0d51f",""
"Constructor Súper 🏗️","Construye una torre con 10 bloques o libros sin que se caiga","130","1","tareas","2","68f8dc1eb506039aa9fdce3a","2025-10-22T13:29:02.843000","2025-10-22T13:29:02.843000","68f8bc1e327b319b57e0d51f",""
"Capitán de Concentración 🎯","Completa un rompecabezas de 12 piezas sin parar","200","1","tareas","3","68f8dc1eb506039aa9fdce42","2025-10-22T13:29:02.844000","2025-10-22T13:29:02.844000","68f8bc1e327b319b57e0d51f",""
"Baile de 2 Minutos 💃","Pon tu canción favorita y baila durante 2 minutos sin parar","100","1","movimiento","1","68f8f288d62f508c1e7b5410","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Alfabeto Divertido 🔤","Di el abecedario de la A a la J sin equivocarte","140","1","aprendizaje","1","68f8f288d62f508c1e7b5411","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Dibuja tu Familia 👨‍👩‍👧","Haz un dibujo de tu familia con muchos colores","180","2","creatividad","2","68f8f288d62f508c1e7b5413","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Ayudante de Cocina 🍽️","Ayuda a poner la mesa para comer (con supervisión)","130","1","tareas","1","68f8f288d62f508c1e7b541a","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Canta una Canción 🎵","Canta tu canción favorita completa","140","1","creatividad","1","68f8f288d62f508c1e7b541f","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Encuentra los Colores 🎨","Busca 3 cosas rojas, 3 azules y 3 amarillas en tu habitación","120","1","aprendizaje","1","68f8f288d62f508c1e7b540e","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Ordena tus Juguetes 🧸","Guarda 10 juguetes en su lugar correcto","120","1","tareas","1","68f8f288d62f508c1e7b5414","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Saltos de Rana 🐸","Da 15 saltos como una rana. ¡Cuenta en voz alta!","110","1","movimiento","1","68f8f288d62f508c1e7b5412","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Cuenta hasta 30 🔢","Cuenta del 1 al 30 sin saltarte ningún número","150","1","aprendizaje","2","68f8f288d62f508c1e7b5415","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Yoga de 3 Minutos 🧘","Haz 3 posturas de yoga diferentes (con ayuda)","170","1","movimiento","2","68f8f288d62f508c1e7b5420","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Plastilina Creativa 🎨","Haz 3 figuras diferentes con plastilina","180","2","creatividad","2","68f8f288d62f508c1e7b541c","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Saluda a Todos ☀️","Di buenos días a 5 personas diferentes hoy","130","1","social","1","68f8f288d62f508c1e7b5416","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Rompecabezas Rápido 🧩","Completa un rompecabezas de 6 piezas","160","1","aprendizaje","2","68f8f288d62f508c1e7b541e","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Suma con Objetos ➕","Toma 3 juguetes y 2 más. ¿Cuántos tienes en total?","150","1","aprendizaje","1","68f8f288d62f508c1e7b540d","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Torre de Bloques 🏗️","Construye la torre más alta que puedas sin que se caiga","130","1","creatividad","2","68f8f288d62f508c1e7b540f","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Carrera de Obstáculos 🏃","Crea un camino con cojines y pásalo sin tocar el suelo","170","1","movimiento","2","68f8f288d62f508c1e7b541b","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Estatua Congelada 🧊","Quédate quieto como una estatua durante 1 minuto completo","160","1","movimiento","2","68f8f288d62f508c1e7b5417","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Historia Inventada 📚","Inventa una historia corta sobre un animal mágico","200","2","creatividad","3","68f8f288d62f508c1e7b5418","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Encuentra las Formas 📐","Busca 5 círculos y 5 cuadrados en tu casa","140","1","aprendizaje","1","68f8f288d62f508c1e7b5419","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Comparte un Juguete 🤝","Comparte tu juguete favorito con alguien por 5 minutos","150","1","social","2","68f8f288d62f508c1e7b541d","2025-10-22T15:04:40.140000","2025-10-22T15:04:40.140000","68f8bc1e327b319b57e0d51f",""
"Crea tu primer diseño en Figma","Diseña una pantalla de bienvenida para una app móvil","150","3","diseño","1","68f9bedb9d2cbbdee38d42bc","2025-10-23T05:36:27.446000","2025-10-23T05:36:27.446000","68f8bc1e327b319b57e0d51f",""
"Mejora la paleta de colores","Actualiza los colores de un proyecto existente para mejor accesibilidad","120","2","diseño","2","68f9bedb9d2cbbdee38d42bd","2025-10-23T05:36:27.446000","2025-10-23T05:36:27.446000","68f8bc1e327b319b57e0d51f",""
"Implementa una API REST","Crea endpoints básicos para un CRUD de usuarios","200","5","código","2","68f9bedb9d2cbbdee38d42be","2025-10-23T05:36:27.446000","2025-10-23T05:36:27.446000","68f8bc1e327b319b57e0d51f",""
"Optimiza el rendimiento","Reduce el tiempo de carga de una página en un 30%","180","4","código","3","68f9bedb9d2cbbdee38d42bf","2025-10-23T05:36:27.446000","2025-10-23T05:36:27.446000","68f8bc1e327b319b57e0d51f",""
"Campaña en redes sociales","Crea y publica 5 posts en redes sociales para tu proyecto","130","7","marketing","1","68f9bedb9d2cbbdee38d42c0","2025-10-23T05:36:27.446000","2025-10-23T05:36:27.446000","68f8bc1e327b319b57e0d51f",""
"Análisis de métricas","Crea un reporte de analytics con insights accionables","160","3","marketing","2","68f9bedb9d2cbbdee38d42c1","2025-10-23T05:36:27.446000","2025-10-23T05:36:27.446000","68f8bc1e327b319b57e0d51f",""
"Documenta tu proyecto","Escribe un README completo con instrucciones de instalación","100","2","otros","1","68f9bedb9d2cbbdee38d42c2","2025-10-23T05:36:27.446000","2025-10-23T05:36:27.446000","68f8bc1e327b319b57e0d51f",""
"Mentoriza a un compañero","Ayuda a otro desarrollador a resolver un problema técnico","140","1","otros","2","68f9bedb9d2cbbdee38d42c3","2025-10-23T05:36:27.446000","2025-10-23T05:36:27.446000","68f8bc1e327b319b57e0d51f",""
"Diseña un Logo Creativo","Crea un logo original para tu proyecto favorito","150","7","creatividad","2","68f9c0e922cc45f2f4c6c7de","2025-10-23T05:45:13.593000","2025-10-23T05:45:13.593000","68f8bc1e327b319b57e0d51f",""
"Completa 10 Saltos","Salta 10 veces seguidas sin parar","50","1","movimiento","1","68f9c0e922cc45f2f4c6c7df","2025-10-23T05:45:13.593000","2025-10-23T05:45:13.593000","68f8bc1e327b319b57e0d51f",""
"Lee un Libro","Termina de leer un libro completo","200","14","aprendizaje","3","68f9c0e922cc45f2f4c6c7e0","2025-10-23T05:45:13.593000","2025-10-23T05:45:13.593000","68f8bc1e327b319b57e0d51f",""
"Organiza tu Habitación","Deja tu habitación súper ordenada","100","1","tareas","2","68f9c0e922cc45f2f4c6c7e1","2025-10-23T05:45:13.593000","2025-10-23T05:45:13.593000","68f8bc1e327b319b57e0d51f",""
"Ayuda a un Amigo","Ayuda a alguien con sus tareas","120","3","social","1","68f9c0e922cc45f2f4c6c7e2","2025-10-23T05:45:13.593000","2025-10-23T05:45:13.593000","68f8bc1e327b319b57e0d51f",""
"Dibuja un Paisaje","Crea un dibujo de tu lugar favorito","130","5","creatividad","2","68f9c0e922cc45f2f4c6c7e3","2025-10-23T05:45:13.593000","2025-10-23T05:45:13.593000","68f8bc1e327b319b57e0d51f",""
"Corre 15 Minutos","Sal a correr durante 15 minutos","80","1","movimiento","2","68f9c0e922cc45f2f4c6c7e4","2025-10-23T05:45:13.593000","2025-10-23T05:45:13.593000","68f8bc1e327b319b57e0d51f",""
"Aprende 5 Palabras Nuevas","Busca y aprende 5 palabras que no conocías","90","3","aprendizaje","1","68f9c0e922cc45f2f4c6c7e5","2025-10-23T05:45:13.593000","2025-10-23T05:45:13.593000","68f8bc1e327b319b57e0d51f",""
"Resolver Sudoku 4x4","Completa un sudoku fácil de 4x4 para ejercitar tu concentración","15","1","atencion","2","68f9c754cc10804e9f340056","2025-10-23T06:12:36.898000","2025-10-23T06:12:36.898000","68f8bc1e327b319b57e0d51f",""
"Laberinto del Día","Encuentra la salida del laberinto sin levantar el lápiz","12","1","atencion","1","68f9c754cc10804e9f340057","2025-10-23T06:12:36.898000","2025-10-23T06:12:36.898000","68f8bc1e327b319b57e0d51f",""
"Secuencia de Colores","Memoriza y repite la secuencia de colores que te mostramos","18","1","atencion","3","68f9c754cc10804e9f340058","2025-10-23T06:12:36.898000","2025-10-23T06:12:36.898000","68f8bc1e327b319b57e0d51f",""
"Ejercicio de Respiración","Practica 5 minutos de respiración profunda para calmarte","10","1","autorregulacion","1","68f9c754cc10804e9f340059","2025-10-23T06:12:36.898000","2025-10-23T06:12:36.898000","68f8bc1e327b319b57e0d51f",""
"Sopa de Letras","Encuentra todas las palabras escondidas en la sopa de letras","14","1","atencion","2","68f9c754cc10804e9f34005a","2025-10-23T06:12:36.898000","2025-10-23T06:12:36.898000","68f8bc1e327b319b57e0d51f",""
"Tangrams Creativos","Forma las figuras usando las 7 piezas del tangram","20","1","creatividad","3","68f9c754cc10804e9f34005b","2025-10-23T06:12:36.898000","2025-10-23T06:12:36.898000","68f8bc1e327b319b57e0d51f",""
"Ayuda en Casa","Ayuda con una tarea del hogar sin que te lo pidan","25","1","cooperacion","1","68f9c754cc10804e9f34005c","2025-10-23T06:12:36.898000","2025-10-23T06:12:36.898000","68f8bc1e327b319b57e0d51f",""
"Organiza tu Espacio","Ordena tu escritorio o área de estudio","15","1","tareas","1","68f9c754cc10804e9f34005d","2025-10-23T06:12:36.898000","2025-10-23T06:12:36.898000","68f8bc1e327b319b57e0d51f",""
"Lectura Semanal","Lee un libro durante 30 minutos cada día esta semana","50","7","aprendizaje","3","68f9c754cc10804e9f34005e","2025-10-23T06:12:36.898000","2025-10-23T06:12:36.898000","68f8bc1e327b319b57e0d51f",""
"Maestro de Puzzles","Completa 3 puzzles diferentes esta semana","40","7","atencion","2","68f9c754cc10804e9f34005f","2025-10-23T06:12:36.898000","2025-10-23T06:12:36.898000","68f8bc1e327b319b57e0d51f",""
"Artista Creativo","Crea 5 dibujos o manualidades esta semana","45","7","creatividad","2","68f9c754cc10804e9f340060","2025-10-23T06:12:36.899000","2025-10-23T06:12:36.899000","68f8bc1e327b319b57e0d51f",""
"Campeón de Tareas","Completa todas tus tareas escolares a tiempo esta semana","60","7","tareas","3","68f9c754cc10804e9f340061","2025-10-23T06:12:36.899000","2025-10-23T06:12:36.899000","68f8bc1e327b319b57e0d51f",""
"Explorador Activo","Haz ejercicio o juega al aire libre 5 días esta semana","55","7","movimiento","3","68f9c754cc10804e9f340062","2025-10-23T06:12:36.899000","2025-10-23T06:12:36.899000","68f8bc1e327b319b57e0d51f",""
"Amigo Solidario","Ayuda a un amigo o compañero con algo esta semana","35","7","cooperacion","2","68f9c754cc10804e9f340063","2025-10-23T06:12:36.899000","2025-10-23T06:12:36.899000","68f8bc1e327b319b57e0d51f",""
"Zen Semanal","Practica ejercicios de relajación o mindfulness 4 veces esta semana","40","7","autorregulacion","2","68f9c754cc10804e9f340064","2025-10-23T06:12:36.899000","2025-10-23T06:12:36.899000","68f8bc1e327b319b57e0d51f",""
"¡Buenos Días!","Di buenos días a 3 personas de tu familia","10","","social","1","68f9c923971a55481b6ba7ec","2025-10-23T06:20:19.174000","2025-10-23T06:20:19.174000","68f8bc1e327b319b57e0d51f",""
"Recoge 5 Juguetes","Guarda 5 juguetes en su lugar","10","","tareas","1","68f9c923971a55481b6ba7ed","2025-10-23T06:20:19.174000","2025-10-23T06:20:19.174000","68f8bc1e327b319b57e0d51f",""
"Saltos de Rana","Da 10 saltos como una rana 🐸","10","","movimiento","1","68f9c923971a55481b6ba7ee","2025-10-23T06:20:19.174000","2025-10-23T06:20:19.174000","68f8bc1e327b319b57e0d51f",""
"Respira Hondo","Respira hondo 3 veces: inhala por la nariz, exhala por la boca","10","","autorregulacion","1","68f9c923971a55481b6ba7ef","2025-10-23T06:20:19.174000","2025-10-23T06:20:19.174000","68f8bc1e327b319b57e0d51f",""
"Dibuja Tu Familia","Haz un dibujo de tu familia con colores","15","","creatividad","1","68f9c923971a55481b6ba7f0","2025-10-23T06:20:19.174000","2025-10-23T06:20:19.174000","68f8bc1e327b319b57e0d51f",""
"Cuenta Hasta 10","Cuenta del 1 al 10 en voz alta","10","","aprendizaje","1","68f9c923971a55481b6ba7f1","2025-10-23T06:20:19.174000","2025-10-23T06:20:19.174000","68f8bc1e327b319b57e0d51f",""
"Ayuda en la Mesa","Ayuda a poner 3 cosas en la mesa para comer","15","","cooperacion","1","68f9c923971a55481b6ba7f2","2025-10-23T06:20:19.174000","2025-10-23T06:20:19.174000","68f8bc1e327b319b57e0d51f",""
"Encuentra 3 Cosas Rojas","Busca 3 objetos de color rojo en tu casa","15","","atencion","1","68f9c923971a55481b6ba7f3","2025-10-23T06:20:19.174000","2025-10-23T06:20:19.174000","68f8bc1e327b319b57e0d51f",""
"Baila una Canción","Baila tu canción favorita completa","15","","movimiento","1","68f9c923971a55481b6ba7f4","2025-10-23T06:20:19.174000","2025-10-23T06:20:19.174000","68f8bc1e327b319b57e0d51f",""
"Abrazo Especial","Dale un abrazo a alguien que quieras","10","","social","1","68f9c923971a55481b6ba7f5","2025-10-23T06:20:19.174000","2025-10-23T06:20:19.174000","68f8bc1e327b319b57e0d51f",""
"Torre de Bloques","Construye una torre con 10 bloques o libros","20","","atencion","2","68f9c923971a55481b6ba7f6","2025-10-23T06:20:19.174000","2025-10-23T06:20:19.174000","68f8bc1e327b319b57e0d51f",""
"Clasifica por Colores","Agrupa 10 objetos por colores (rojo con rojo, azul con azul...)","20","","atencion","2","68f9c923971a55481b6ba7f7","2025-10-23T06:20:19.175000","2025-10-23T06:20:19.175000","68f8bc1e327b319b57e0d51f",""
"Cuento Corto","Lee o escucha un cuento de 5 minutos","20","","aprendizaje","2","68f9c923971a55481b6ba7f8","2025-10-23T06:20:19.175000","2025-10-23T06:20:19.175000","68f8bc1e327b319b57e0d51f",""
"Estatuas","Juega a las estatuas: quédate quieto como una estatua por 30 segundos","20","","autorregulacion","2","68f9c923971a55481b6ba7f9","2025-10-23T06:20:19.175000","2025-10-23T06:20:19.175000","68f8bc1e327b319b57e0d51f",""
